"transcript_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
"NM_001204889>ALDH2",2.42695901587302,1.21004098478261,2.6647631936729,0.0107175689116841,0.433799366589127,-2.74134334910655,"ALDH2"
"NM_001031806>ALDH3A2",-1.61319805555555,-0.928450413043478,-3.00724881622777,0.0043390913894978,0.433799366589127,-2.08713376238319,"ALDH3A2"
"NM_001007027>ALG8",1.58930696190476,-0.276164189130435,2.74993880966343,0.00860627983901336,0.433799366589127,-2.58331566412578,"ALG8"
"NM_001352414>ALG9",1.73318588888889,-2.14963710652174,2.67105646128974,0.0105466005501309,0.433799366589127,-2.72977907464907,"ALG9"
"NM_001256706>ANAPC10",1.88116212698413,-1.16685978043478,2.88612831386452,0.00601373177965119,0.433799366589127,-2.32408450638285,"ANAPC10"
"NM_001091>AOC1",-2.37552075396825,-2.68868254782609,-2.72891524826667,0.00908834284773167,0.433799366589127,-2.62262180266241,"AOC1"
"NM_001286479>ARHGAP11A",2.12041896984127,-1.31451517173913,3.20698749959322,0.00249602078120089,0.433799366589127,-1.68423620621205,"ARHGAP11A"
"NM_001306177>ARHGEF6",-1.39946034920635,0.747082313043478,-3.5991022310318,0.000803147627852844,0.433799366589127,-0.854979200790459,"ARHGEF6"
"NM_001161011>ARMC10",-2.42593693492064,-3.28373039782609,-2.71067636678507,0.00952661982269674,0.433799366589127,-2.65656309243541,"ARMC10"
"NM_001282492>ARMH2",1.08325324444444,-0.224172445652174,3.17182890536575,0.00275471285110147,0.433799366589127,-1.75619467137118,"ARMH2"
"NM_001351824>ARNTL",1.37378528571429,0.588762002173913,3.03794856961136,0.00399020885745387,0.433799366589127,-2.02616458458822,"ARNTL"
"NM_001199058>ARPIN-AP3S2",-2.72535876190476,-0.891090704347826,-2.77215163962424,0.0081227066592361,0.433799366589127,-2.54157548692002,"ARPIN-AP3S2"
"NM_001329672>ARRDC3",1.9969493968254,3.75883886956522,2.98782778954899,0.00457435437131585,0.433799366589127,-2.12551686988528,"ARRDC3"
"NM_001127505>ASAH1",2.14235446031746,-2.01637215217391,3.39620711209843,0.0014550853651484,0.433799366589127,-1.28990303313322,"ASAH1"
"NM_001164750>ASPH",2.40710588888889,1.80995006521739,3.10919290244624,0.00327940720332522,0.433799366589127,-1.88331203214688,"ASPH"
"NM_001321968>ATAD1",1.98034129365079,-1.27021996086957,2.83888181472362,0.00681715420490263,0.433799366589127,-2.41490444891985,"ATAD1"
"NM_001346360>ATG13",-0.775435714285714,2.9359852173913,-2.95545636756504,0.00499322371329188,0.433799366589127,-2.18916831349415,"ATG13"
"NM_001199184>ATP2C1",0.84722434920635,0.945168097826087,2.68346260979191,0.0102168892224278,0.433799366589127,-2.7069292430282,"ATP2C1"
"NM_001198569>ATP6V0C",2.67257993809524,3.15379814565217,2.79199654456148,0.00771207858957085,0.433799366589127,-2.50410375622736,"ATP6V0C"
"NM_001288757>BABAM1",-2.23807084285714,-2.05531469130435,-2.66126403781466,0.0108137286720001,0.433799366589127,-2.74776544892203,"BABAM1"
"NM_001204878>BAG4",1.45512336507937,1.510273,2.80420164290743,0.00746917386835818,0.433799366589127,-2.48097358943882,"BAG4"
"NM_001173540>BANP",-1.7391766984127,-0.325810334782609,-2.99883112386612,0.00443963438871646,0.433799366589127,-2.10378811811625,"BANP"
